Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2022-04-27,Fantastic Beasts: The Crimes of Grindelwald,2018,https://boxd.it/2N3AyB,1.5,,Grindelwald wants to stop the holocaust with his time vape,,2022-04-27
2022-04-27,Fantastic Beasts: The Secrets of Dumbledore,2022,https://boxd.it/2N5H0l,1.5,,Fantastic Beasts: The Secrets of Dumb,saw in theatres,2022-04-27
2022-04-30,The Batman,2022,https://boxd.it/2Nx3kr,4,Yes,The riddler commits a gamer moment,,2022-04-29
2022-05-01,Fantastic Beasts: The Crimes of Grindelwald,2018,https://boxd.it/2NIOmh,1.5,Yes,Uuughhhh,,2022-04-30
2022-05-04,Moon Knight,2022,https://boxd.it/2Oj2NX,3,,Just how many religions in the MCU are real,,2022-05-04
2022-05-05,Doctor Strange,2016,https://boxd.it/2OjWI5,2.5,Yes,Computer graphics sicko mode,,2022-05-04
2022-05-05,The Wizard of Oz,1939,https://boxd.it/2OpfRv,4,Yes,"Finally, a movie where Kansas is the villain",,2022-05-04
2022-05-06,The Evil Dead,1981,https://boxd.it/2OvIT3,3.5,,The third act of this goes HARD,,2022-05-05
2022-05-06,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2OxqJD,3,,"I’m so glad Sam Raimi gave this movie some balls

This was real fun and Im so glad we get to see the crazy set of characters in the Illuminati just for them to all die - while I had some issues with the kid acting and the plot but the directing is really what brought this together. I’m so glad marvel is letting directors do their own stuff with the characters. This movie has a BODY COUNT lmao",saw in theatres,2022-05-05
2022-05-08,Akira,1988,https://boxd.it/2OX433,4.5,,Zombie Baby Professor X,,2022-05-08
2022-05-10,They Live,1988,https://boxd.it/2PmIwz,3,,He immediately turned to murder huh,,2022-05-09
2022-05-11,Kiki's Delivery Service,1989,https://boxd.it/2Pvx6t,3.5,,I would die for jiji,,2022-05-10
2022-05-17,Look Who's Back,2015,https://boxd.it/2QzjtP,2.5,,Hitler on the internet?? How wacky!!!,,2022-05-17
2022-05-17,Cats & Dogs,2001,https://boxd.it/2QAIEv,1.5,,Biological Warfare,,2022-05-17
2022-05-21,Cats & Dogs: The Revenge of Kitty Galore,2010,https://boxd.it/2RccKd,1.5,,Racism,,2022-05-20
2022-05-21,Cats & Dogs 3: Paws Unite,2020,https://boxd.it/2ReWpp,1,,Juvenoia,,2022-05-20
2022-05-22,Chip 'n Dale: Rescue Rangers,2022,https://boxd.it/2RpYSF,2.5,,"I miss genuine 2D animation, not 3D pretending it is",,2022-05-21
2022-05-22,Who Framed Roger Rabbit,1988,https://boxd.it/2Rvu9x,4,,Mom! Look! A Mickey character said Damn!,,2022-05-22
2022-05-23,Primer,2004,https://boxd.it/2RJbUH,4,,What if we kissed... In the box... 👉👈,,2022-05-22
2022-05-24,The Terminator,1984,https://boxd.it/2RTotp,3,,👏 More 👏 Stop 👏 Motion 👏 Villians 👏,,2022-05-23
2022-05-25,Everything Everywhere All at Once,2022,https://boxd.it/2S52Xr,4.5,Yes,Best multiverse movie this year suck it Doctor Strange,,2022-05-24
2022-05-27,Terminator 2: Judgment Day,1991,https://boxd.it/2SkP4P,3.5,,This movie is so rad just skip the first,,2022-05-26
2022-05-28,Batman Begins,2005,https://boxd.it/2SyL87,3,,“I don’t kill” *proceeds to blow up dozens of people*,,2022-05-27
2022-05-31,"Good Morning, Vietnam",1987,https://boxd.it/2T6eKZ,3,,Robin Williams rolled a nat 20 for charisma,,2022-05-30
2022-05-31,Condorman,1981,https://boxd.it/2T8b0N,2.5,,Kevin Feige eat your heart out,,2022-05-31
2022-06-01,Astro Boy,2009,https://boxd.it/2TgcmL,1.5,,You ever fail on every good concept you’re given,,2022-05-31
2022-06-01,The Incredible Hulk,2008,https://boxd.it/2ThNQ1,2,,Homie created a city-destroying monster cause it sounded cool,,2022-06-01
2022-06-02,The Lobster,2015,https://boxd.it/2Tsqbh,4.5,,This is a horror movie do not tell me otherwise,,2022-06-02
2022-06-03,Loving Vincent,2017,https://boxd.it/2TAIyp,3,,Who thought this should be a murder mystery,,2022-06-03
2022-06-04,Fargo,1996,https://boxd.it/2TML9L,3.5,,This is peak Minnesota,,2022-06-04
2022-06-05,Minecraft,,https://boxd.it/2TXKTv,5,,Minecraft,,2022-06-05
2022-06-06,Return to Oz,1985,https://boxd.it/2U12TJ,2,,Everything you love from the original movie has been MURDERED,,2022-06-05
2022-06-07,Speed,1994,https://boxd.it/2UmcGH,3,,Imagine riding the bus,,2022-06-07
2022-06-08,Men,2022,https://boxd.it/2Urw7x,3.5,,This is pretty spoo- oh my god OH MY GOD,saw in theatres,2022-06-07
2022-06-08,Crimes of the Future,2022,https://boxd.it/2UtnaV,3,,"Ever hear the phrase ""gore porn""?",saw in theatres,2022-06-07
2022-06-09,Inkheart,2008,https://boxd.it/2UHm0j,2,,Sponsored by Audible,,2022-06-09
2022-06-10,Downton Abbey: A New Era,2022,https://boxd.it/2UMouv,2.5,,I can’t say I fit the 60 year old demographic,saw in theatres,2022-06-09
2022-06-10,The Bob's Burgers Movie,2022,https://boxd.it/2UNGYb,3,,I should probably actually watch the show,saw in theatres,2022-06-09
2022-06-11,Surf's Up,2007,https://boxd.it/2V0ZQr,3,,This is the most realistic 17 year old in cinema,,2022-06-11
2022-06-12,The Simpsons: When Billie Met Lisa,2022,https://boxd.it/2VdEOF,1,,stop,,
2022-06-12,Rise of the Guardians,2012,https://boxd.it/2VerAR,2,,We all had a crush on one of these characters,,2022-06-12
2022-06-13,Ms. Marvel,2022,https://boxd.it/2VkU0F,3,,"Great directing, still iffy on the computer effects",,2022-06-12
2022-06-13,Coneheads,1993,https://boxd.it/2VnLfd,1.5,,Is Dan Ackroyd okay,,2022-06-12
2022-06-14,Jurassic Park,1993,https://boxd.it/2VAQbr,3.5,,Have you not considered making exclusively herbivores,,2022-06-13
2022-06-15,The Lost World: Jurassic Park,1997,https://boxd.it/2VJQ5B,2,,The Tyrannosaurus Rex got LAID,,2022-06-14
2022-06-15,Jurassic Park III,2001,https://boxd.it/2VKDVr,2,,Oh no the *definitely real* dinosaurs are gonna eat me,,2022-06-14
2022-06-15,Animal Crossing: The Movie,2006,https://boxd.it/2VLRID,2.5,,"Did I miss the alien storyline in the games?

(Watched a Fandub from a friend - still think #subsnotdubs)",,2022-06-15
2022-06-16,Jurassic World,2015,https://boxd.it/2VUDed,2.5,,YOU MADE ANOTHER ONE,,2022-06-15
2022-06-17,Jurassic World: Fallen Kingdom,2018,https://boxd.it/2W39pj,1,,THE DINOSAUR SMILED AND WINKED TO THE CAMERA,,2022-06-16
2022-06-17,Philadelphia,1993,https://boxd.it/2W4OC1,3.5,,The mom from Elf is a confirmed homophobe,,2022-06-16
2022-06-19,Donnie Darko,2001,https://boxd.it/2WvKAf,3.5,,Greg Heffley did not handle middle school well,,2022-06-19
2022-06-20,The Mist,2007,https://boxd.it/2WKigL,3.5,,The darkest movie to be shot like <i>The Office</i>,,2022-06-20
2022-06-21,The Fog,1980,https://boxd.it/2WV9NX,2.5,,Guys watch out the fog is hacking the mainframe!!,,2022-06-21
2022-06-22,We're the Millers,2013,https://boxd.it/2X60BP,2,,Imagine being a drug lord with a single body guard,,2022-06-22
2022-06-23,Limitless,2011,https://boxd.it/2XgfBb,2.5,,Man takes addreall one time,,2022-06-22
2022-06-24,Jurassic World Dominion,2022,https://boxd.it/2XqANx,2,,This series is one good movie then five bad sequels,saw in theatres,2022-06-23
2022-06-24,Are You Happy Now,2021,https://boxd.it/2Xud8z,2,,Josh Ruben’s endless charisma can’t save this one,,2022-06-24
2022-06-27,R.I.P.D.,2013,https://boxd.it/2XZ0Zx,1.5,,R.I.P.Deez nuts lmao,,2022-06-26
2022-06-27,Bridesmaids,2011,https://boxd.it/2Y4GRF,1.5,,Every scene is three minutes too long,,2022-06-27
2022-06-28,Lightyear,2022,https://boxd.it/2Y8bGT,3,,Sox is better than baymax <i>fight me</i>,,2022-06-27
2022-06-28,The Black Phone,2021,https://boxd.it/2Yb2fZ,3,,Really pleasantly surpriring if you're not annoyed by jumpscares,,2022-06-27
2022-06-30,The Hitchhiker's Guide to the Galaxy,2005,https://boxd.it/2YBfGB,2.5,,I knew those dolphins were up to something,,2022-06-29
2022-06-30,Next Gen,2018,https://boxd.it/2YBggf,3,,Buddy robot movie but the main child is a sociopath,,2022-06-30
2022-07-02,Words Bubble Up Like Soda Pop,2020,https://boxd.it/2YULwB,2.5,,Hey girl lemme see your dental records,,2022-07-01
2022-07-03,Scott Pilgrim vs. the World,2010,https://boxd.it/2Z6Zkj,4.5,,Obligatory watch as I visit Canada,,2022-07-03
2022-07-04,A Silent Voice,2016,https://boxd.it/2Zj7ch,3.5,,Genuine fully-animated sign language in a really sweet story!,,2022-07-03
2022-07-05,Enchanted,2007,https://boxd.it/2ZvO6P,1.5,,This is just <i>Elf</i> for Disney adults with no taste,,2022-07-04
2022-07-06,Minions: The Rise of Gru,2022,https://boxd.it/2ZCdCt,1,,I wish to gut each minion like a fish,saw in theatres,2022-07-05
2022-07-06,Elvis,2022,https://boxd.it/2ZFuUF,3.5,,FINALLY a biopic with some STYLE,saw in theatres,2022-07-05
2022-07-07,Miss Peregrine's Home for Peculiar Children,2016,https://boxd.it/2ZTFmH,2,Yes,Asa Butterfield was really good in <i>Hugo</i> what happened,,2022-07-07
2022-07-09,Thor: Love and Thunder,2022,https://boxd.it/30h0h5,2,,I’ll be honest I saw a cam rip of this one so I’m gonna rewatch it properly when I get the chance - I like a lot of the Jane stuff but a whole lot (especially the way they got to the ending which I liked) wasn’t handled the best,,2022-07-09
2022-07-11,YMS: Kimba the White Lion,2020,,3,,Dude! Pride Rock!,,2022-07-10
2022-07-11,Earn $20K EVERY MONTH by being your own boss,2020,https://boxd.it/30I1kD,4,,Dorian smiles is a legend,,2022-07-10
2022-07-12,Thor,2011,https://boxd.it/30TVEL,2.5,,This movie hinges on Anthony Hopkins taking a nap,,2022-07-11
2022-07-12,Thor: The Dark World,2013,https://boxd.it/30Voxh,2,,Anthony Hopkins is more like-able when he’s asleep,,2022-07-12
2022-07-13,The Devil Wears Prada,2006,https://boxd.it/317bat,3.5,,This is <i>Whiplash</i> for bossbabes,,2022-07-13
2022-07-14,Ms. Marvel,2022,https://boxd.it/31c4UT,3,,"Biggest issue with this is that it’s not at all grounded - the first and second episodes were the best cause they felt like a real teen story but then oh damn we gotta stop yet another dimension from killing the universe 

Presentation is fantastic though",,2022-07-13
2022-07-14,Whiplash,2014,https://boxd.it/31jAoz,4.5,,This is just <i>The Devil Wears Prada</i> for sigma males,,2022-07-14
2022-07-16,Galaxy Quest,1999,https://boxd.it/31Cqjn,2,,Maybe those Thermians deserved to die,,2022-07-15
2022-07-17,Red Notice,2021,https://boxd.it/31U405,1.5,,Gal Gadot's acting ability is as thin as this plot,,2022-07-17
2022-07-20,Boss Level,2021,https://boxd.it/32x99z,2.5,,This is the closest I’m getting to a speedrunning movie,,2022-07-20
2022-07-21,War Dogs,2016,https://boxd.it/32ILxV,3,,20's goals,,2022-07-21
2022-07-21,The Terminal,2004,https://boxd.it/32JoCl,2.5,,Tom Hanks is incredibly huggable,,2022-07-21
2022-07-22,Anchorman: The Legend of Ron Burgundy,2004,https://boxd.it/32Tus7,2.5,,I'd rather just watch the news,,2022-07-22
2022-07-22,The Incredible Burt Wonderstone,2013,https://boxd.it/32UiNf,1.5,,How many times do we need to learn magicians suck,,2022-07-22
2022-07-23,Horrible Bosses,2011,https://boxd.it/336tCV,2,,Assault is funny when it's done to a guy!!!!!!!!!!! Hahahahahahahahahahahaha,,2022-07-23
2022-07-25,The Nutty Professor,1996,https://boxd.it/33vsYL,1.5,,Horny fat guy catfishes girl with himself,,2022-07-24
2022-07-26,Nutty Professor II: The Klumps,2000,https://boxd.it/33ML5f,1,,This movie is 80% horny old people,,2022-07-26
2022-07-27,Cinderella Man,2005,https://boxd.it/33YB5D,2.5,,Every sport movie is the same I’m sorry dad,,2022-07-26
2022-07-29,Zoolander,2001,https://boxd.it/34AkPb,3,,Ben Stiller flexes every face muscle and it pays off,,2022-07-28
2022-07-29,Zoolander 2,2016,https://boxd.it/34GwcH,1,,Justin Bieber was the best actor in this whole movie,,2022-07-29
2022-07-30,Nope,2022,https://boxd.it/34NenB,4,,Jaws but like with clouds,saw in theatres,2022-07-29
2022-07-30,DC League of Super-Pets,2022,https://boxd.it/34OIMN,2,,Can’t wait for crypto in an *Injustice* situation,saw in theatres,2022-07-29
2022-08-01,Marcel the Shell with Shoes On,2021,https://boxd.it/35kkdX,4,,I’m so emotionally invested in this shell and his shoes,saw in theatres,2022-07-31
2022-08-02,17 Again,2009,https://boxd.it/35yQWt,2.5,,"Girl, help, I’ve fallen for my weird nephew",,2022-08-02
2022-08-03,A Thousand Words,2012,https://boxd.it/35IZXv,1.5,,Clark Duke has furry roleplay in Eddie Murphy's office,,2022-08-02
2022-08-06,The Secret World of Arrietty,2010,https://boxd.it/36f0CH,3,,"POV: You're 5'11""",,2022-08-05
2022-08-07,Not Okay,2022,https://boxd.it/36yPRL,3,,I can't believe they made an Austin McBroom movie,,2022-08-07
2022-08-08,The Gray Man,2022,https://boxd.it/36FpTZ,3,,I do like me sadistic Chris Evans,,2022-08-07
2022-08-08,Luck,2022,https://boxd.it/36Rdkx,1.5,,Take a shot every time they say “luck”,,2022-08-08
2022-08-09,Fresh,2022,https://boxd.it/373E5D,3,,Gonna tell my friends this is a rom-com,,2022-08-09
2022-08-10,Jerry & Marge Go Large,2022,https://boxd.it/37f8cr,2.5,,This is just really sweet,,2022-08-09
2022-08-11,Chaos Walking,2021,https://boxd.it/37r05V,1.5,,No way Charlie Kaufman was originally the writer,,2022-08-10
2022-08-13,DodgeBall: A True Underdog Story,2004,https://boxd.it/37QnvR,2,,We really gave a character arc to a pirate man,,2022-08-13
2022-08-14,Superbad,2007,https://boxd.it/382CSl,3,,Naming my firstborn “McLovin”,,2022-08-13
2022-08-15,Paws of Fury: The Legend of Hank,2022,https://boxd.it/38jJMD,2,,"<i>""We trained an AI to write a Mel Brooks movie""</i>",,2022-08-15
2022-08-16,We Met in Virtual Reality,2022,https://boxd.it/38vW7H,2.5,,Brb gonna marry my beat saber boyfriend,,2022-08-16
2022-08-17,Day Shift,2022,https://boxd.it/38CzSz,2.5,,Men in Black with vampires,,2022-08-16
2022-08-17,Honor Society,2022,https://boxd.it/38G7Zb,2,,The protagonist exclusively gets rewarded for her sociopathy,,2022-08-16
2022-08-22,Inside the Mind of a Cat,2022,https://boxd.it/39IrlX,2.5,,Kitty!,,2022-08-22
2022-08-22,The House,2022,https://boxd.it/39IrGV,3,,Real estate is a bitch,,2022-08-22
2022-08-23,Bullet Train,2022,https://boxd.it/39OtUR,3,,Really fun if you ignore the third act visual effects,saw in theatres,2022-08-22
2022-08-23,Fall,2022,https://boxd.it/39Qi3L,1.5,,Another bad addition to the “people stuck in place” genre,saw in theatres,2022-08-22
2022-08-23,Bodies Bodies Bodies,2022,https://boxd.it/39RLuX,3.5,,Most effective anti-drug psa for zoomers,saw in theatres,2022-08-22
2022-08-27,Dual,2022,https://boxd.it/3azPAj,3,,The new Black Mirror season is coming along nicely,,2022-08-26
2022-08-28,Top Gun: Maverick,2022,https://boxd.it/3aLimd,3.5,,Tom Cruise is insane and I’m glad it’s in film,,2022-08-27
2022-08-31,RRR,2022,https://boxd.it/3bniof,3,,No way these dudes were straight,,2022-08-30
2022-09-01,Breaking,2022,https://boxd.it/3bxsFF,2.5,,Should’ve been a short film,saw in theatres,2022-08-31
2022-09-04,Three Thousand Years of Longing,2022,https://boxd.it/3c52ff,2.5,,This movie had like eight different endings,saw in theatres,2022-09-03
2022-09-07,The Invitation,2022,https://boxd.it/3cG6tf,1.5,,Ahh! British people!,saw in theatres,2022-09-06
2022-09-08,The Prom,2020,https://boxd.it/3cNSmb,1.5,,James Cordon plays himself: An Egotistical Asshole,,2022-09-07
2022-09-08,Honk for Jesus. Save Your Soul.,2022,https://boxd.it/3cRYtF,3,,If Joel Osteen was on <i>The Office</i>,saw in theatres,2022-09-07
2022-09-09,Windfall,2022,https://boxd.it/3cWx15,3,,The only effective billionaire marriage counseling,,2022-09-08
2022-09-09,Barbarian,2022,https://boxd.it/3d0Zez,3.5,,Mommy?,saw in theatres,2022-09-08
2022-09-10,Medieval,2022,https://boxd.it/3ddlSZ,1,,Film club at the ren faire was slow this year,saw in theatres,2022-09-10
2022-09-11,Brahmāstra Part One: Shiva,2022,https://boxd.it/3dkh2p,3,,The MCU is dead long live the astraverse,saw in theatres,2022-09-10
2022-09-11,Memory,2022,https://boxd.it/3dpqaH,2,,Despite being called <i>Memory</i> I remember nothing about the plot,,2022-09-10
2022-09-12,What Is a Woman?,2022,https://boxd.it/3dCqcp,0.5,,Imagine getting ripped apart by your own interview guests,,2022-09-11
2022-09-13,Spiderhead,2022,https://boxd.it/3dLSVb,2.5,,Really runs out of gas in the last few scenes,,2022-09-12
2022-09-13,Clerks,1994,https://boxd.it/3dNoPV,2.5,,I’m sorry this movie just can’t keep my attention,,2022-09-12
2022-09-14,The Nutty Professor,2008,https://boxd.it/3dSWKb,1,,The Jerry Lewis Drake Bell sequel we’ve all waited for,,2022-09-13
2022-09-14,Beautiful Blue Eyes,2022,https://boxd.it/3dWndT,1.5,,Father-Son road trip!,saw in theatres,2022-09-13
2022-09-14,Mallrats,1995,https://boxd.it/3dYliB,3,,Jason Lee is hilarious when he’s not talking to chipmunks,,2022-09-13
2022-09-15,The House of the Lost on the Cape,2021,https://boxd.it/3e4LMp,2.5,,Knockoff Calamity Gannon wants to lower magical house’s property value,saw in theatres,2022-09-14
2022-09-16,Chasing Amy,1997,https://boxd.it/3eelfp,2.5,,I don’t think the word “Bisexual” is even mentioned,,2022-09-15
2022-09-16,Pearl,2022,https://boxd.it/3efPc3,3,,The credits shot alone is unnerving enough,saw in theatres,2022-09-15
2022-09-17,The Woman King,2022,https://boxd.it/3esknF,2.5,,Really could’ve done without the Hero Tiffin subplot,saw in theatres,2022-09-17
2022-09-18,Dogma,1999,https://boxd.it/3exxuf,2.5,,Don’t know if Jay & Bob we’re necessary here,,2022-09-17
2022-09-18,Pinocchio,1940,https://boxd.it/3eD1or,3,,Day one of existence and homeboy gets kidbaooed,,2022-09-17
2022-09-18,Pinocchio,2022,https://boxd.it/3eEgYr,1.5,,Proof that some character designs can only work in 2D,,2022-09-17
2022-09-19,Jay and Silent Bob Strike Back,2001,https://boxd.it/3ePq41,2.5,,The Askewverse is folding in on itself,,2022-09-18
2022-09-19,Clerks II,2006,https://boxd.it/3eV81F,2,,Still cleaner than the average KFC,,2022-09-19
2022-09-21,Jay And Silent Bob's Super Groovy Cartoon Movie,2013,https://boxd.it/3fghZr,1,,They made this just to get Tara Strong to swear,,2022-09-20
2022-09-22,Jay and Silent Bob Reboot,2019,https://boxd.it/3fnmWL,2.5,,I'm glad Ben Affleck also hates the DC universe,,2022-09-21
2022-09-22,See How They Run,2022,https://boxd.it/3frR3b,3,,I kinda hoped the red herring did it,saw in theatres,2022-09-21
2022-09-23,Meet Cute,2022,https://boxd.it/3fExa3,2.5,,You just gonna let her get away with this?,,2022-09-23
2022-09-24,Do Revenge,2022,https://boxd.it/3fPpQ3,2.5,,This friendship is as fake as the driving effects,,2022-09-24
2022-09-25,This Is the End,2013,https://boxd.it/3g3pXB,2.5,,Michael Cera's acting is crazy,,2022-09-25
2022-09-26,Beast,2022,https://boxd.it/3g9hgh,2.5,,Like every other monster movie but with long takes,,2022-09-25
2022-09-26,Don't Worry Darling,2022,https://boxd.it/3ghZYX,1.5,,Oh my god it's just wandavision,saw in theatres,2022-09-25
2022-09-27,The Greatest Beer Run Ever,2022,https://boxd.it/3grR2L,3.5,,Just guys being dudes,saw in theatres,2022-09-26
2022-09-28,Drifting Home,2022,https://boxd.it/3gEus3,3.5,,I've heard of houseboats before but this is ridiculous!,,2022-09-27
2022-09-29,Her,2013,https://boxd.it/3gPBbP,4.5,,Every actor in this is perfect,,2022-09-28
